SITE_TYPE,SITECODE,NAME,VARIABLE,cle,VALUE,SCORE,LABEL,DATA_SRCE
SSSI,ASSI013,Monawilkin,% of site in CLe exceedance,1,3.0997150997151,1,Small fraction of site area,2017 Ammonia Concentrations
SAC,UK0016619,Monawilkin,% of site in CLe exceedance,1,3.10342860402761,1,Small fraction of site area,2017 Ammonia Concentrations
SSSI,ASSI357,Killeter Forest and Bogs and Lakes,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI324,Keadew,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI298,Blackslee,% of site in CLe exceedance,1,14.0813731722822,2,Some of site area,2017 Ammonia Concentrations
SSSI,ASSI322,Drumbegger,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI016,Beagh Big,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI263,Cruninish Island,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI134,Essan Burn and Mullyfamore,% of site in CLe exceedance,1,0.137777777777778,1,Small fraction of site area,2017 Ammonia Concentrations
SSSI,ASSI378,Croagh Bog,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI376,Florence Court,% of site in CLe exceedance,1,78.1474820143885,3,Most of site area,2017 Ammonia Concentrations
SSSI,ASSI264,Hare Island,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI070,Tattenamona Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI269,Devenish Island,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016614,Upper Lough Erne,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI300,Scraghy,% of site in CLe exceedance,1,2.36641221374046,1,Small fraction of site area,2017 Ammonia Concentrations
SSSI,ASSI093,Upper Lough Erne - Belleisle,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI166,Knockninny Hill,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI048,Corraslough Point,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI094,Upper Lough Erne - Trannish,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI350,Castlecoole,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI015,Moninea Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030212,Moninea Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI005,Moneygal Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI209,Moneygal Bog Part II,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030211,Moneygal Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI071,Upper Lough Erne - Crom,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI054,Inishroosk,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI276,Sloughan and Willmount Glens,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI401,Drumowen,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI294,Lough Corr,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI364,Tempo River,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI274,Dunaree Hill,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI008,Fairy Water Bogs,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016611,Fairy Water Bogs,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI275,Kirlish,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI090,Upper Lough Erne - Galloon,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI349,Baronscourt,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI058,Strabane Glen,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI128,McKean's Moss,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI165,McKean's Moss Part II,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI129,Tonnagh Beg Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030325,Tonnagh Beg Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI124,Cranny Bogs,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030321,Cranny Bogs,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI110,Finn Floods,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI268,Round Lough and Lough Fadda,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI130,Tully Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030326,Tully Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI196,Grange Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI213,Owenkillew River,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030233,Owenkillew River,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI014,Knockballymore Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016621,Magheraveely Marl Loughs,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI081,Burdautien Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI078,Kilroosky Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI080,Summerhill Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI223,Cullentra Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI197,Corbylin Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI062,Owenkillew and Glenelly Woods,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI077,Slieve Beagh,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016622,Slieve Beagh,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI195,Silverbrook Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI121,Annachullion Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI309,Mullaghcarn,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI296,River Faughan and Tributaries,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030361,River Faughan and Tributaries,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI122,Drumacrittin Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI392,Cloghcor Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI308,Annaghagh Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI227,Bonds Glen,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI261,Lough McCall,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI035,Deroran Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030324,Deroran Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI051,Lough Foyle,% of site in CLe exceedance,1,30.5507145346811,2,Some of site area,2017 Ammonia Concentrations
SSSI,ASSI061,Ervey Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI398,Cavan,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI056,Drumlea and Mullan Woods,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI060,Ness Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI262,Lough na blaney bane,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI237,Derrycloony Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI397,Roeveagh,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI224,Fymore Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI348,Lough Macrory,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI007,Black Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016609,Black Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI057,Glenmore Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030360,River Roe and Tributaries,% of site in CLe exceedance,1,93.6104036050157,3,Most of site area,2017 Ammonia Concentrations
SAC,UK0030296,Upper Ballinderry River,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI407,Lough Lark,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI059,Altmover Glen,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI239,Black Lough (Tyrone),% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI064,Banagher Glen,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030083,Banagher Glen,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI068,Magilligan,% of site in CLe exceedance,1,0.778617741159149,1,Small fraction of site area,2017 Ammonia Concentrations
SAC,UK0016613,Magilligan,% of site in CLe exceedance,1,0.77861774115915,1,Small fraction of site area,2017 Ammonia Concentrations
SSSI,ASSI146,Tullybrick Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI342,Caledon and Tynan,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI055,Crockaghole Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI011,Teal Lough and Slaghtfreeden Bogs,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI228,Aghanloo Wood,% of site in CLe exceedance,1,73.7753899290042,3,Most of site area,2017 Ammonia Concentrations
SSSI,ASSI212,Binevenagh,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030089,Binevenagh,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI031,Kiltubbrid Loughs,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016608,Teal Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI088,Teal Lough Part II,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI307,Knocknacloy,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI266,Ballyrisk More,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI182,Drumcarn,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI183,Crossbane Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI167,Carn/Glenshane Pass,% of site in CLe exceedance,1,19.0730332737473,2,Some of site area,2017 Ammonia Concentrations
SAC,UK0030110,Carn  Glenshane Pass,% of site in CLe exceedance,1,19.0730332737473,2,Some of site area,2017 Ammonia Concentrations
SSSI,ASSI371,Gortcorbies,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI171,Altikeeragh,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI179,Straghans Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI257,Ballymacallion,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI259,Castle River Valley,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI258,Smulgedon,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI267,Coolnasillagh,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI208,Bann Estuary,% of site in CLe exceedance,1,57.9527513850217,3,Most of site area,2017 Ammonia Concentrations
SAC,UK0030084,Bann Estuary,% of site in CLe exceedance,1,57.9527513850217,3,Most of site area,2017 Ammonia Concentrations
SSSI,ASSI410,Knockadoo Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI216,Tullyard,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI194,Ballyknock,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI205,Drumlougher Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI256,Errigal Glen,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI240,Drumcrow,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI010,Ballynahone Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016599,Ballynahone Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI038,Annacramph Meadows,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI415,Tamnyrankin,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI210,Peatlands Park,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030236,Peatlands Park,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI074,Curran Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030322,Curran Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI204,Lurgan Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI030,Lough Neagh,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI206,Loughaveely,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI189,Cashel Loughs,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI180,Moyrourkan Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI125,Dead Island Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030323,Dead Island Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI131,Wolf Island Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030303,Wolf Island Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI214,Levallymore,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI222,Selshion,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI305,Moneystaghan Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI215,Carrickastickan,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI198,Slieve Gullion,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030277,Slieve Gullion,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI027,Lough Beg,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI127,Garry Bog Part II,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016610,Garry Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI004,Garry Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI339,Brackagh Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI295,Lough Gullion,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI202,Giant's Causeway and Dunseverick,% of site in CLe exceedance,1,83.619358538845,3,Most of site area,2017 Ammonia Concentrations
SAC,UK0030224,North Antrim Coast,% of site in CLe exceedance,1,88.2093296497412,3,Most of site area,2017 Ammonia Concentrations
SSSI,ASSI221,Derryvore,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI372,Craigs,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI409,Clermont & Anglesey Mountain,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI238,Fathom Upper,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI103,Carlingford Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI260,Ballymacaldrack,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI123,Caldanagh Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030199,Main Valley Bogs,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI390,Prolusk,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI158,Greenan Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI079,Derryleckagh,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI160,Greenan,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016620,Derryleckagh,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI009,Dunloy Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI107,White Park Bay,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI157,Castle Enigan,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030214,Montiaghs Moss,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI377,Shane's Castle,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI126,Frosses Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI217,Ballynanaghten,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI178,Rostrevor Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030268,Rostrevor Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI303,Slieveanorra and Croaghan,% of site in CLe exceedance,1,90.6069391074388,3,Most of site area,2017 Ammonia Concentrations
SSSI,ASSI163,Tow River Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030055,Rathlin Island,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI033,Rathlin Island - Coast,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI351,Western Mournes and Kilfeaghan Upper,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI161,Breen Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030097,Breen Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI356,Rathlin Island - Kebble,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI265,Rathsherry,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI043,Rathlin Island - Ballygill North,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI067,Garron Plateau,% of site in CLe exceedance,1,58.3738865770196,3,Most of site area,2017 Ammonia Concentrations
SAC,UK0016606,Garron Plateau,% of site in CLe exceedance,1,58.3775581047939,3,Most of site area,2017 Ammonia Concentrations
SSSI,ASSI037,Lackan Bog,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI352,White Water River,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI169,Leathemstown,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI302,Carey Valley,% of site in CLe exceedance,1,66.290368100633,3,Most of site area,2017 Ammonia Concentrations
SSSI,ASSI045,Rathlin Island - Ballycarry,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI063,Slievenacloy,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI330,Fair Head and Murlough Bay,% of site in CLe exceedance,1,24.5745188484174,2,Some of site area,2017 Ammonia Concentrations
SSSI,ASSI095,Eastern Mournes,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016615,Eastern Mournes,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI355,Glenariff Glen,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI026,Cleggan Valley,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI025,Glenariff,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI024,Glen Burn,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI408,Cranny Falls,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI023,Glenarm Woods,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI333,Galboly,% of site in CLe exceedance,1,7.4289271633119,1,Small fraction of site area,2017 Ammonia Concentrations
SSSI,ASSI379,Mournes Coast,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI406,Belvoir,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI162,Straidkilly Wood,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016612,Murlough,% of site in CLe exceedance,1,82.1420141108557,3,Most of site area,2017 Ammonia Concentrations
SSSI,ASSI089,Murlough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI150,Ballybannan,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI104,Outer Belfast Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI391,Knock Dhu Sallagh Braes,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI323,Little Deer Park,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI344,South Woodburn,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI343,North Woodburn Reservoir,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI022,North Woodburn Glen,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI164,Craigantlet Woods,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI399,Ballygalley Head,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI155,Corbally,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030180,Lecale Fens,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI153,Ballykilbeg,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030319,Ballykilbeg,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI358,Tyrella and Minerstown,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI211,Hollymount,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030169,Hollymount,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI149,Aughnadarragh Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030318,Aughnadarragh Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI106,Larne Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI345,Copeland Reservoir,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI241,Newlands,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI170,Quoile,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI148,Turmennan,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0030291,Turmennan,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI006,Strangford Lough Part 1,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SAC,UK0016618,Strangford Lough,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI034,Strangford Lough Part 3,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI105,Outer Ards,% of site in CLe exceedance,1,99.9964161238588,3,Most of site area,2017 Ammonia Concentrations
SSSI,ASSI386,St. John's Point,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
